#{"t_start": 1751064068.588806, "env_id": "SpaceInvadersNoFrameskip-v4"}
r,l,t
570.0,2797,70219.633501
1295.0,7629,70248.27807
485.0,3735,70262.947064
525.0,3483,70276.315825
690.0,3443,70289.099523
600.0,3465,70302.432197
1240.0,6119,70324.912293
800.0,3481,70337.100354
555.0,3358,70348.931339
520.0,3477,70370.485249
1230.0,7695,70398.396856
775.0,4020,70412.721309
570.0,3575,70425.679275
540.0,3500,70438.607267
800.0,3925,70452.385237
545.0,3533,70465.345577
545.0,3757,70478.864628
600.0,3887,70492.755017
575.0,3463,70506.074952
1265.0,6978,70532.451603
800.0,4185,70548.84534
545.0,4467,70567.611463
600.0,3501,70580.983418
575.0,3263,70592.957081
545.0,2681,70602.693534
605.0,4189,70618.600132
950.0,7223,70646.514093
600.0,3333,70659.418383
575.0,3227,70672.460183
600.0,3189,70684.570737
800.0,3435,70697.67563
600.0,3993,70712.47794
575.0,3615,70726.050697
735.0,4445,70754.315241
600.0,3949,70770.638753
575.0,4047,70786.731137
600.0,3827,70801.576532
600.0,3575,70814.900719
950.0,4411,70833.236195
745.0,3724,70847.408359
600.0,4035,70863.976301
1640.0,7695,70893.162205
745.0,3934,70907.422057
575.0,3921,70921.378388
545.0,3419,70936.498832
515.0,4047,70951.421921
540.0,3535,70968.382327
570.0,3600,70982.107214
600.0,4223,70997.335022
575.0,3130,71009.9366
515.0,3157,71021.76531
1350.0,7148,71048.722056
575.0,4583,71065.339273
545.0,4119,71080.28808
570.0,3841,71094.113272
575.0,3523,71106.541349
600.0,4001,71121.450693
600.0,3713,71135.082748
600.0,4253,71158.05304
545.0,3465,71172.871167
500.0,3639,71187.593366
575.0,2768,71197.568186
510.0,4621,71214.37011
1370.0,6673,71240.391141
525.0,3632,71253.596713
1145.0,7345,71281.588454
545.0,3002,71293.213454
525.0,2987,71305.349227
600.0,3617,71319.28841
605.0,3313,71332.803644
545.0,2832,71343.427701
1895.0,9379,71378.850706
610.0,2769,71389.32911
745.0,4110,71404.040274
865.0,6129,71428.154048
515.0,3171,71441.466664
725.0,3591,71454.781318
540.0,3251,71466.707757
575.0,3042,71477.998414
1130.0,7331,71507.323468
575.0,3634,71520.630863
400.0,3307,71539.803112
600.0,4029,71554.746737
550.0,2846,71565.312167
600.0,3503,71577.962063
515.0,2859,71588.424553
745.0,3845,71602.516131
520.0,3040,71613.819995
780.0,3521,71626.883665
525.0,2998,71637.778804
1380.0,7513,71666.202574
750.0,3802,71681.659274
1295.0,7431,71710.268732
780.0,3835,71724.362354
600.0,3847,71738.584297
1195.0,6577,71763.257931
605.0,4193,71778.665697
490.0,3683,71792.623384
600.0,2993,71803.736762
545.0,3970,71818.499589
600.0,3771,71832.08691
600.0,3073,71843.81932
1430.0,6871,71870.318622
600.0,3569,71883.691721
525.0,3849,71897.693497
375.0,2583,71907.442486
600.0,3713,71929.01116
570.0,3429,71941.649813
485.0,3169,71953.397992
575.0,3920,71969.219199
600.0,4303,71985.464081
600.0,3859,72000.385992
610.0,3453,72013.362667
600.0,3545,72027.722865
525.0,3137,72039.949045
600.0,3385,72053.971145
545.0,3294,72066.686671
1885.0,10451,72107.841614
600.0,3849,72123.382444
950.0,3102,72136.184373
515.0,3650,72150.068131
335.0,2476,72159.624912
750.0,3510,72172.84227
600.0,3821,72187.000987
570.0,3187,72198.774036
600.0,3049,72211.490717
800.0,4811,72230.28173
545.0,3009,72241.693529
1255.0,6427,72265.929181
930.0,5191,72285.264363
805.0,3621,72298.460905
800.0,3809,72322.628632
600.0,3381,72335.403063
910.0,6215,72358.586115
575.0,3699,72373.128462
1230.0,8105,72402.677664
1230.0,8299,72432.853686
600.0,4815,72450.072556
605.0,3325,72461.8684
570.0,4325,72477.34827
630.0,3675,72490.076882
1070.0,7185,72515.862881
775.0,3730,72529.259476
1175.0,6841,72553.341815
670.0,3331,72565.204909
570.0,3448,72577.712028
600.0,3745,72591.677961
515.0,3062,72602.365563
515.0,4310,72617.686358
425.0,2917,72627.934608
600.0,3313,72639.860685
545.0,3715,72653.241645
800.0,3497,72665.711792
800.0,3601,72678.492842
520.0,3392,72699.135502
515.0,3381,72711.099228
600.0,3487,72723.419271
495.0,3169,72734.680667
600.0,4005,72749.444652
600.0,3881,72764.10512
1305.0,6941,72790.704769
690.0,3761,72804.115828
495.0,3783,72818.096106
545.0,3251,72830.118077
1170.0,7717,72858.007178
605.0,3161,72869.392269
600.0,4353,72884.889915
600.0,3293,72896.680662
545.0,3017,72907.416919
600.0,2897,72917.690919
1330.0,6719,72941.733134
600.0,3451,72954.641139
600.0,2721,72964.178019
490.0,3519,72976.487426
635.0,3265,72987.825376
870.0,5375,73003.906127
605.0,3625,73014.681557
600.0,3585,73025.227703
425.0,3536,73035.52399
545.0,4057,73052.844144
945.0,3665,73063.502506
815.0,5615,73079.998181
575.0,3647,73090.513946
515.0,2895,73098.984935
570.0,3879,73110.435439
950.0,5988,73127.969531
745.0,3764,73138.797678
805.0,5123,73153.733223
600.0,2993,73162.927511
545.0,3493,73173.254007
600.0,3333,73183.260205
495.0,3335,73193.959714
600.0,3521,73204.118217
515.0,3022,73212.84155
605.0,2877,73221.138887
600.0,3525,73231.500436
545.0,3052,73240.272004
800.0,3773,73251.280623
600.0,3337,73260.943361
2510.0,11591,73324.031516
570.0,3403,73337.062225
1300.0,8581,73362.10722
600.0,3653,74333.139721
1530.0,7319,74362.801242
800.0,3181,74371.714693
725.0,3800,74382.215016
775.0,3942,74393.301575
1715.0,7131,74413.365014
1570.0,7459,74434.27843
1160.0,7559,74455.738431
800.0,3999,74466.836311
1120.0,7051,74487.526415
600.0,3393,74497.115182
520.0,2987,74505.541791
460.0,2463,74512.541238
800.0,3321,74521.928433
715.0,4395,74534.322023
300.0,2425,74541.122087
395.0,2284,74547.627506
605.0,3141,74556.4499
935.0,6325,74574.332023
500.0,3915,74585.506624
545.0,3649,74595.865422
610.0,3021,74604.366272
570.0,4363,74616.625984
1480.0,7091,74644.159945
570.0,4025,74655.437101
575.0,3825,74666.28882
1960.0,10689,74696.454888
770.0,3832,74707.206046
1400.0,7701,74729.037582
450.0,3533,74738.930217
715.0,2976,74747.507237
600.0,4139,74759.10929
550.0,3563,74769.100127
1030.0,6305,74787.369273
1210.0,7005,74807.096312
600.0,3859,74817.91427
600.0,4191,74829.767365
1100.0,6379,74848.774275
745.0,4101,74860.42093
1230.0,7321,74881.017436
600.0,3145,74889.883451
600.0,3299,74899.181813
600.0,3935,74910.267003
1520.0,6373,74934.296822
555.0,3689,74944.637503
1005.0,6239,74962.260912
505.0,3127,74970.950223
770.0,3674,74981.370088
495.0,3609,74991.626138
600.0,3943,75003.032905
605.0,4229,75016.003542
520.0,3347,75026.178817
575.0,3465,75036.218031
1200.0,7155,75056.812591
670.0,2783,75064.674564
545.0,4347,75077.006201
600.0,4249,75089.092421
470.0,3457,75099.030543
570.0,3814,75110.168837
720.0,3567,75120.514201
1775.0,6505,75139.526665
600.0,3791,75150.533197
720.0,3627,75161.204454
580.0,2497,75168.478465
600.0,3941,75179.847392
575.0,3386,75189.697325
600.0,3689,75201.080579
545.0,3602,75211.486732
1780.0,8390,75243.430342
1215.0,6907,75263.3275
600.0,3599,75273.797958
1065.0,6589,75292.909896
605.0,3429,75302.876886
460.0,3535,75313.08427
600.0,3389,75322.919107
540.0,4485,75335.804474
720.0,4689,75349.487064
800.0,4487,75362.510876
295.0,2313,75369.171979
545.0,3251,75378.53055
600.0,3745,75389.288837
1155.0,6921,75409.387864
1165.0,8180,75433.144059
515.0,3535,75443.519319
1170.0,6728,75463.160553
930.0,6043,75480.761733
1180.0,6499,75499.598521
605.0,3469,75509.630364
1430.0,7477,75539.894177
485.0,3011,75548.639807
605.0,3813,75560.305938
600.0,4239,75572.527064
680.0,5507,75588.48588
600.0,4071,75600.336483
975.0,5899,75617.560612
775.0,3666,75628.156481
1555.0,6688,75647.626833
800.0,3505,75657.887536
600.0,3613,75668.48845
605.0,3541,75678.84442
775.0,3140,75687.873365
725.0,3329,75697.470731
970.0,6511,75716.4114
520.0,2965,75724.990205
1415.0,6702,75744.430493
570.0,3251,75753.867374
575.0,3690,75764.505061
600.0,3029,75773.319649
600.0,3621,75783.735614
995.0,5737,75800.477945
580.0,2988,75809.081369
575.0,4147,75821.001713
305.0,2413,75836.304847
545.0,3314,75845.823236
545.0,2984,75854.466116
985.0,7135,75875.186708
380.0,2365,75881.968432
800.0,4351,75894.515128
1260.0,7149,75915.315006
1280.0,7483,75937.6656
575.0,3253,75947.175626
575.0,4517,75960.133607
1175.0,5767,75976.896931
1330.0,6643,75996.175235
1155.0,7685,76018.424191
600.0,3917,76029.748801
600.0,4721,76043.397787
840.0,5137,76058.364402
570.0,3859,76069.488556
545.0,3578,76079.767276
575.0,3333,76089.349819
600.0,3615,76100.492178
745.0,3648,76110.976051
800.0,3965,76122.411808
605.0,3637,76138.0806
725.0,4679,76151.613701
800.0,3981,76163.192315
1155.0,6985,76183.409347
575.0,3544,76193.677073
1360.0,6223,76211.595653
600.0,3477,76221.773163
530.0,3329,76231.273288
570.0,4092,76243.079048
1285.0,6239,76261.277092
1185.0,7425,76283.447072
600.0,3437,76293.405157
570.0,4240,76305.719257
575.0,3180,76314.842387
575.0,3258,76324.270876
600.0,3461,76334.245079
605.0,3747,76344.97687
495.0,3737,76355.755312
645.0,4719,76369.983547
375.0,2771,76377.948249
550.0,3265,76387.400769
570.0,3765,76398.209459
800.0,4193,76410.302617
600.0,4151,76422.152953
570.0,3777,76439.735735
430.0,4245,76451.940206
1765.0,8755,76478.702245
600.0,4151,76490.653569
955.0,6217,76508.643684
545.0,3415,76518.48012
800.0,4065,76530.148569
1325.0,7881,76552.92269
515.0,3469,76562.935434
440.0,3585,76573.285139
605.0,3559,76583.574062
1230.0,6707,76603.072062
600.0,3649,76613.612021
1170.0,6481,76632.484074
805.0,2953,76641.91759
720.0,3712,76652.648893
800.0,3049,76661.381602
775.0,3516,76671.510951
405.0,2199,76677.787551
1075.0,5329,76693.001321
840.0,4819,76706.91999
740.0,3522,76717.036508
1205.0,7437,76746.572555
600.0,3133,76755.607113
600.0,4223,76767.763191
490.0,4147,76779.672449
600.0,3569,76790.042762
1230.0,7767,76812.773869
1360.0,6801,76832.535044
520.0,4187,76844.867218
575.0,3856,76856.251064
545.0,3081,76865.826636
600.0,3273,76875.335563
1370.0,6988,76895.73293
520.0,2976,76904.311925
600.0,4409,76916.778463
740.0,3479,76926.617966
1150.0,7025,76946.384479
820.0,5073,76960.619095
415.0,2419,76967.326301
600.0,3323,76976.653931
545.0,3679,76986.952428
1205.0,7168,77007.938645
805.0,3209,77016.99467
580.0,3251,77032.128753
895.0,6808,77051.328454
580.0,3684,77061.685378
800.0,3775,77072.266586
560.0,3058,77080.903062
695.0,3743,77091.47027
800.0,3625,77101.719534
545.0,3582,77111.727853
665.0,3935,77122.81782
750.0,3551,77132.814063
490.0,3279,77141.944123
1430.0,6875,77161.661583
540.0,3731,77172.090258
600.0,3559,77182.118125
575.0,3561,77192.123591
605.0,3073,77200.731571
685.0,3225,77209.770104
575.0,3734,77220.174227
545.0,3060,77228.817589
610.0,3211,77237.818264
540.0,3541,77247.683582
540.0,3507,77257.511124
930.0,5961,77274.417643
600.0,4287,77286.493765
920.0,4389,77298.770008
575.0,3578,77308.675279
755.0,2893,77323.541897
600.0,3635,77333.689084
605.0,3319,77343.039461
1320.0,6403,77361.816471
975.0,4665,77375.228484
575.0,3628,77385.468141
745.0,3202,77394.464123
1145.0,7069,77414.291532
1235.0,6861,77433.673323
1230.0,7037,77453.489911
1240.0,7237,77473.771474
600.0,2993,77482.202412
600.0,3693,77492.527068
540.0,3337,77501.82867
580.0,3554,77511.75595
1230.0,6937,77531.325857
985.0,6216,77548.869579
570.0,3725,77559.301471
770.0,4135,77570.896107
600.0,3583,77580.930858
580.0,2309,77587.385528
805.0,4081,77598.789384
1220.0,7159,77624.835035
540.0,3813,77635.524708
540.0,2965,77643.838729
600.0,4057,77655.260684
1215.0,7569,77676.561853
1150.0,7199,77696.827783
515.0,2987,77705.167207
570.0,3687,77715.557451
775.0,2822,77724.103386
1210.0,7597,77745.518467
565.0,3692,77755.862596
570.0,3031,77764.344325
1200.0,7235,77784.809201
490.0,3579,77794.830536
390.0,2775,77802.534961
1025.0,6671,77821.33919
1175.0,6839,77840.538673
600.0,3787,77851.193994
1350.0,7716,77873.096385
1145.0,7623,77894.52039
600.0,3561,77912.005896
540.0,2887,77920.04982
685.0,3513,77929.813071
575.0,4314,77941.906412
1355.0,6743,77960.914266
600.0,4051,77972.055533
600.0,3647,77982.179785
755.0,3678,77992.331646
600.0,3389,78001.688161
800.0,4287,78013.44964
600.0,3699,78023.711466
600.0,3697,78034.450326
1490.0,7537,78055.343999
755.0,3248,78064.405852
600.0,3647,78074.636414
605.0,3823,78086.089016
725.0,3767,78096.50967
570.0,4027,78107.803632
495.0,3393,78117.421774
460.0,4471,78129.931768
520.0,4275,78141.914796
525.0,4347,78154.29948
540.0,4319,78166.50075
545.0,3721,78176.889932
600.0,3469,78191.742751
570.0,3308,78200.971161
600.0,3871,78211.716109
600.0,3641,78221.992976
575.0,3459,78231.773867
575.0,3673,78242.081202
930.0,5885,78258.635321
575.0,3166,78267.483088
575.0,2578,78274.750463
555.0,2981,78283.138824
540.0,2953,78291.4651
605.0,4311,78303.605533
800.0,3943,78314.606376
1215.0,7281,78335.066042
955.0,5635,78351.008118
570.0,3601,78361.151635
1155.0,6721,78380.604243
575.0,3411,78390.222911
515.0,3510,78400.03728
470.0,3563,78410.027709
520.0,3480,78419.798197
1130.0,6991,78440.240743
715.0,3369,78449.644672
1085.0,7149,78469.836163
745.0,3667,78486.312433
755.0,3700,78496.658293
545.0,2974,78505.062406
570.0,3603,78515.183637
1150.0,7011,78534.892469
1375.0,7799,78557.022818
550.0,3578,78567.066189
1150.0,7176,78587.339587
605.0,3125,78596.169413
575.0,4205,78607.981948
1085.0,5899,78624.618244
725.0,3215,78633.651943
600.0,3697,78644.068696
570.0,3702,78654.701149
1060.0,6705,78673.749477
600.0,3477,78683.624217
440.0,3787,78694.260593
600.0,3545,78704.490711
575.0,3343,78713.866769
605.0,3645,78723.894585
490.0,3553,78733.766692
1085.0,6485,78751.817726
1005.0,6203,78775.767591
600.0,3525,78785.517003
605.0,3555,78795.305305
900.0,5663,78811.736509
520.0,2998,78819.944267
1155.0,7221,78839.975163
1150.0,7181,78859.77024
1225.0,5961,78876.189295
1865.0,10039,78903.941553
600.0,3493,78913.640298
1345.0,6689,78932.138284
570.0,4105,78943.455717
600.0,4235,78955.27118
445.0,3563,78965.035606
775.0,3915,78975.788957
545.0,3109,78984.370358
1210.0,6348,79001.924804
1055.0,7835,79023.627222
570.0,2640,79030.960576
520.0,3388,79040.401047
500.0,2273,79046.679331
600.0,4295,79065.154318
490.0,4139,79076.477561
470.0,3981,79087.397601
545.0,3580,79097.222275
1400.0,6476,79115.087332
1110.0,6963,79134.336018
570.0,2554,79141.351726
1100.0,7289,79162.154539
570.0,3591,79171.997973
480.0,3281,79180.979413
555.0,2789,79188.771496
600.0,3357,79198.075791
965.0,5318,79212.833812
600.0,3113,79221.4474
575.0,3910,79232.172691
740.0,3600,79242.184739
560.0,3127,79251.002508
555.0,2768,79258.634684
525.0,3093,79267.181067
525.0,3209,79276.008637
600.0,3955,79286.92386
545.0,3715,79297.1618
445.0,3125,79305.741034
600.0,3473,79315.439315
910.0,5763,79331.268103
1175.0,7495,79356.873724
545.0,2874,79364.829839
500.0,3169,79373.580348
540.0,3463,79383.081718
570.0,3394,79392.440228
600.0,4085,79403.796351
605.0,3837,79414.439331
340.0,2627,79421.658767
480.0,3029,79430.077526
600.0,3497,79439.777923
445.0,3121,79448.338837
720.0,3333,79457.653217
605.0,3381,79467.004742
340.0,2615,79474.159433
580.0,2973,79482.288029
570.0,4043,79493.409533
775.0,4093,79504.646158
495.0,3709,79514.808256
600.0,3613,79525.543883
550.0,3441,79534.998448
555.0,3148,79543.591989
545.0,3588,79553.539506
545.0,2974,79561.674313
455.0,3361,79570.914641
600.0,3261,79579.948307
1110.0,6725,79598.522136
600.0,3261,79607.545468
600.0,3627,79617.529936
490.0,3569,79634.999471
570.0,3223,79643.89229
545.0,3493,79653.478235
775.0,3618,79663.456968
600.0,3759,79673.833492
720.0,3589,79683.622668
1170.0,7195,79704.283834
450.0,2625,79711.478215
575.0,3500,79721.155866
575.0,3819,79731.623573
740.0,4033,79742.712641
525.0,3933,79753.435548
600.0,4249,79765.168548
705.0,2791,79772.779781
520.0,3966,79783.581442
800.0,3707,79793.843395
935.0,5455,79809.190861
540.0,3955,79820.433338
710.0,3643,79830.648663
600.0,5115,79844.75993
600.0,4049,79855.904565
1085.0,6383,79873.53548
575.0,3116,79882.907427
520.0,4057,79894.09807
1175.0,6669,79920.295111
600.0,4099,79931.498843
570.0,3995,79942.466682
940.0,5366,79957.258699
1320.0,6893,79976.881923
285.0,2341,79983.239046
600.0,4115,79994.606802
525.0,3989,80005.542214
560.0,3595,80015.44812
775.0,3408,80024.785961
575.0,3436,80034.399675
600.0,3597,80044.2914
545.0,3969,80055.23324
525.0,2923,80063.237581
600.0,4217,80074.790812
520.0,3179,80083.477633
540.0,3095,80091.924191
1000.0,6457,80109.54173
605.0,3089,80118.104238
345.0,2289,80124.307924
800.0,4801,80137.572724
630.0,5031,80151.475767
600.0,3563,80161.260204
1245.0,6007,80177.864451
545.0,3777,80188.295481
600.0,3417,80205.812292
570.0,3417,80215.207903
550.0,3392,80224.475198
800.0,3165,80233.162703
600.0,3093,80243.483985
585.0,3657,80253.555638
600.0,3421,80262.955692
755.0,4325,80274.832335
1235.0,6187,80291.870865
585.0,3963,80302.856732
970.0,4503,80315.252301
1200.0,6632,80333.561564
530.0,2870,80341.486269
470.0,3465,80350.907661
1155.0,6947,80369.986825
715.0,3375,80379.25293
610.0,3239,80388.065024
1000.0,3845,80398.649665
600.0,3357,80407.963965
550.0,3330,80418.032264
575.0,3123,80426.692438
1150.0,6919,80445.810246
715.0,3295,80455.329973
335.0,2329,80461.653554
545.0,3149,80470.154742
600.0,3665,80480.143571
1600.0,6877,80503.989182
575.0,3987,80515.113973
1200.0,6438,80532.966494
575.0,4181,80544.521523
600.0,3663,80554.656487
415.0,2837,80562.536871
1490.0,6797,80581.771637
515.0,3315,80590.981216
610.0,3269,80600.15035
690.0,3531,80609.948489
600.0,3231,80618.822435
600.0,4765,80632.212631
575.0,3695,80642.516887
575.0,3305,80651.782501
1730.0,7963,80674.039453
1230.0,8055,80696.524664
575.0,3873,80707.374055
575.0,3699,80717.748632
600.0,3627,80727.849137
525.0,3606,80737.843926
570.0,3191,80746.812185
600.0,3493,80756.842775
600.0,4061,80768.32055
1145.0,6472,80793.620959
515.0,3644,80803.764895
600.0,3441,80813.580501
600.0,3359,80822.757399
1230.0,6845,80841.650055
575.0,3962,80852.774746
575.0,3709,80862.960454
1230.0,6487,80881.169528
520.0,3747,80891.67257
545.0,3582,80901.610866
575.0,3401,80911.150884
545.0,3192,80920.058037
1205.0,6996,80939.768061
600.0,3845,80950.489018
1200.0,7585,80971.703507
605.0,3921,80982.632405
545.0,3482,80992.307334
605.0,3969,81003.369558
605.0,3335,81012.606287
515.0,3201,81021.654692
770.0,3397,81031.132272
1075.0,5857,81047.579147
605.0,3133,81056.363665
600.0,4947,81075.85927
605.0,4469,81088.298307
940.0,3657,81098.560622
945.0,2896,81106.752998
540.0,3197,81115.634215
800.0,4031,81126.821192
1605.0,7673,81149.045579
1005.0,4617,81162.149031
1210.0,6819,81181.163258
600.0,3537,81191.326309
1575.0,7440,81212.122214
575.0,3337,81221.445261
600.0,3141,81230.328375
570.0,3871,81241.15818
500.0,3899,81252.066896
1375.0,7781,81274.306021
1775.0,8743,81299.226873
515.0,3835,81310.167474
545.0,3539,81320.196145
470.0,3225,81329.324365
600.0,3157,81338.141683
575.0,3173,81347.281275
1345.0,7484,81378.005359
600.0,3033,81386.671839
605.0,3085,81395.326718
515.0,3671,81405.900385
570.0,3472,81415.762772
500.0,3249,81425.047642
310.0,2583,81432.419736
515.0,3628,81442.892718
570.0,2922,81451.245892
570.0,3529,81461.293088
1710.0,9743,81488.866686
1115.0,7621,81511.238303
600.0,3829,81522.036776
540.0,3095,81530.706447
600.0,2797,81538.614518
1145.0,6283,81556.382537
1230.0,7581,82427.669591
1145.0,7057,82448.241777
1290.0,7175,83011.151956
1205.0,7413,83032.518937
1200.0,6774,83201.129558
520.0,3677,83212.538572
575.0,3889,83223.626549
1230.0,7075,83243.984687
570.0,4367,83280.876165
600.0,3593,83291.131994
600.0,3521,83301.215239
305.0,1963,83306.741996
600.0,4221,83318.777892
545.0,3152,83780.741589
1205.0,7323,83802.025713
1210.0,6445,84803.949312
1230.0,7567,84826.478289
570.0,3273,84836.225496
545.0,3145,84845.440964
1205.0,7063,85292.628062
775.0,3651,85303.162571
545.0,2981,85311.698293
605.0,3365,85321.55409
465.0,3313,85331.046852
580.0,2982,85432.425618
515.0,3059,85441.074991
870.0,5767,85457.555783
465.0,3083,85473.79823
515.0,3187,86030.373756
1350.0,6527,86049.099614
570.0,4204,86061.306398
1250.0,7171,86242.571073
485.0,3217,86251.885683
780.0,3078,86261.349274
1205.0,7446,87253.241265
285.0,2255,87259.793595
605.0,3361,87269.422776
1020.0,5767,87286.154524
1230.0,7287,87307.289373
570.0,3413,87316.878517
600.0,3635,87327.219138
1215.0,6583,87345.965228
430.0,3403,87434.872859
1220.0,6857,87454.794164
745.0,3379,87464.382314
575.0,3657,87474.927659
1090.0,6753,88237.329789
575.0,2782,88246.062183
800.0,3189,88255.446212
1235.0,8809,88306.563152
740.0,3948,88317.898723
600.0,3967,88329.300616
1270.0,8599,88417.534056
600.0,3537,88427.576274
580.0,3163,88436.471565
775.0,4262,88552.850865
600.0,3589,88563.162618
600.0,3405,88572.789563
540.0,3583,88583.333842
345.0,2731,88592.498031
395.0,3095,89513.023852
1175.0,6834,89539.001211
1435.0,7605,89566.128361
1000.0,3845,89579.925199
740.0,4903,89599.441172
775.0,3802,89613.780029
600.0,4709,89630.696268
975.0,6335,89653.125669
1130.0,6629,89677.14485
515.0,3546,89689.881249
1015.0,5421,89720.918273
515.0,3254,89733.368553
515.0,3399,89745.747718
545.0,3527,89759.197696
460.0,3827,89775.246358
1375.0,6653,89799.904884
455.0,3679,89813.097782
1095.0,7847,89841.393946
570.0,3045,89855.670388
550.0,3157,89868.35099
545.0,2775,89878.676229
600.0,3559,89891.80589
570.0,3465,89904.286182
1085.0,5483,89925.596271
600.0,3805,89940.137951
800.0,3695,89953.595521
1230.0,7091,89978.77506
580.0,3950,89992.670428
770.0,4811,90009.610789
1670.0,6839,90035.333493
570.0,3042,90046.42236
1160.0,6311,90069.720402
545.0,3927,90096.19768
525.0,2901,90106.918974
470.0,3379,90119.5113
545.0,2910,90130.387127
1480.0,6717,90155.571016
295.0,2709,90165.222107
965.0,5195,90183.970818
770.0,4049,90199.576165
1040.0,6283,90222.93532
600.0,3373,90236.718752
525.0,3466,90251.160077
1225.0,6569,90277.16343
745.0,3408,90291.59222
925.0,5239,90311.010067
545.0,3145,90322.254461
685.0,3577,90335.238613
530.0,3311,90347.327989
370.0,2732,90357.145959
525.0,3634,90370.305963
690.0,3599,90383.502588
545.0,3306,90397.10331
1235.0,6219,90419.808634
320.0,3287,90431.349148
890.0,5507,90450.875268
780.0,4513,90468.607121
770.0,3777,90489.871331
545.0,2668,90499.530876
600.0,3805,90512.945989
805.0,3513,90525.315669
540.0,3136,90536.394843
1425.0,8051,90565.727688
875.0,5387,90586.404173
1400.0,7369,90613.532799
545.0,3109,90625.832406
510.0,3883,90640.064239
515.0,3174,90651.494599
340.0,3137,90662.807133
740.0,3989,90677.272065
800.0,3015,90687.963633
605.0,3259,90699.58981
600.0,3249,90711.277548
530.0,3552,90723.878396
525.0,3151,90734.920022
1430.0,7767,90763.253928
515.0,3147,90775.6898
780.0,4447,90791.22881
1430.0,7897,90824.127927
600.0,2709,90833.899505
600.0,4507,90850.853041
775.0,2907,90872.712882
550.0,4291,90888.729331
335.0,2497,90897.790406
465.0,2993,90908.880123
485.0,2703,90918.748972
485.0,3225,90930.814588
1230.0,7401,90959.725028
800.0,3419,90971.997492
470.0,2535,90980.954557
1225.0,7539,91007.863945
440.0,2821,91017.894271
545.0,4256,91034.639529
800.0,3161,91046.799549
600.0,3219,91059.186221
740.0,4171,91074.329128
545.0,3718,91087.942554
1020.0,5467,91107.547629
800.0,3085,91119.433831
545.0,4007,91133.916188
1000.0,6389,91158.040625
1155.0,7433,91184.594046
545.0,3194,91196.492884
500.0,3301,91208.215587
515.0,3232,91219.776757
380.0,2785,91230.528031
755.0,3785,91252.084811
530.0,3207,91263.373845
745.0,3980,91277.572862
520.0,2965,91288.240565
750.0,3479,91300.55288
1060.0,6377,91323.245421
450.0,2867,91334.915337
570.0,4131,91351.251839
1575.0,7802,91381.194217
1430.0,7645,91410.753613
745.0,3229,91423.286797
555.0,3038,91434.882204
325.0,2565,91444.016356
545.0,3088,91455.856272
495.0,3327,91467.515876
565.0,2199,91476.113839
1120.0,6823,91500.716094
580.0,4430,91516.935594
485.0,3699,91530.762074
545.0,4183,91546.007397
530.0,3630,91559.511143
775.0,4460,91576.579375
1320.0,6925,91605.991864
600.0,3073,91618.266895
545.0,3002,91640.572695
545.0,2910,91652.216166
570.0,3981,91666.993482
320.0,2513,91677.834275
600.0,3755,91691.016822
1145.0,7035,91715.963326
550.0,3087,91726.532859
1405.0,7435,91752.805319
570.0,3123,91764.420372
465.0,3425,91778.265771
470.0,3043,91789.546792
605.0,2717,91799.233475
655.0,2993,91809.467643
1130.0,7129,91837.143365
545.0,3870,91851.051179
515.0,3371,91864.043033
470.0,3329,91876.198273
1100.0,6555,91899.373077
1005.0,6542,91922.958031
545.0,2817,91932.490349
755.0,2906,91942.518603
1325.0,8185,91970.969347
445.0,4185,91985.595842
935.0,3265,91996.724542
1135.0,6709,92028.62992
555.0,3268,92039.914019
435.0,2351,92048.145411
500.0,4033,92062.302152
460.0,3605,92075.06682
545.0,4038,92089.345596
545.0,3244,92100.865119
605.0,3895,92114.727553
695.0,4411,92130.288957
955.0,5732,92150.508326
305.0,2457,92159.090466
770.0,3379,92171.066782
575.0,3251,92182.326985
600.0,2697,92192.696489
545.0,2903,92206.193657
515.0,3585,92219.100672
740.0,3731,92232.055056
570.0,3002,92242.418248
910.0,5938,92263.056159
370.0,2156,92270.909378
575.0,4394,92286.867951
1745.0,9469,92319.525008
1545.0,7377,92344.917927
1580.0,7797,92379.769522
1225.0,6338,92405.068748
770.0,3194,92416.082055
1295.0,7043,92440.909196
570.0,4247,92455.62067
630.0,3413,92467.306252
775.0,3373,92478.976065
1805.0,8126,92507.261248
1375.0,7084,92531.958995
450.0,3009,92542.29231
525.0,3240,92553.507346
650.0,2977,92563.756558
570.0,3244,92575.224764
605.0,3165,92586.25139
600.0,4325,92601.484678
510.0,3697,92614.583311
320.0,2284,92622.554702
830.0,4933,92640.520852
480.0,3641,92653.245626
555.0,3472,92665.455957
1000.0,3987,92679.209052
880.0,5515,92698.553258
1555.0,7546,92725.534598
570.0,3630,92744.912308
495.0,3053,92755.937426
945.0,5748,92775.885346
1400.0,7651,92802.811785
500.0,2913,92813.189648
440.0,3057,92823.952452
540.0,3285,92835.453535
525.0,3690,92848.348818
910.0,5921,92869.099792
1040.0,5965,92892.528681
500.0,3185,92904.305117
1170.0,7307,92931.5456
540.0,3919,92946.153141
770.0,4475,92962.470727
1015.0,6119,92986.222045
720.0,2925,92997.290952
485.0,3243,93008.636521
1200.0,7179,93034.835948
1070.0,6541,93058.471955
770.0,5621,93078.635799
1230.0,6663,93104.075157
